Date,Unit,Minimum,Maximum,Average,Market
2016-10-05,Kg,60,70,65.0,Tomato
2016-10-06,Kg,65,75,70.0,Tomato
2016-10-07,Kg,60,70,65.0,Tomato
2016-10-08,Kg,60,70,65.0,Tomato
2016-10-09,Kg,70,75,72.5,Tomato
2016-10-10,Kg,65,75,70.0,Tomato
2016-10-11,Kg,80,90,85.0,Tomato
2016-10-12,Kg,60,70,65.0,Tomato
2016-10-13,Kg,55,65,60.0,Tomato
2016-10-14,Kg,50,60,55.0,Tomato
2016-10-15,Kg,50,54,52.0,Tomato
2016-10-16,Kg,55,65,60.0,Tomato
2016-10-17,Kg,65,70,67.5,Tomato
2016-10-18,Kg,70,80,75.0,Tomato
2016-10-19,Kg,70,80,75.0,Tomato
2016-10-20,Kg,75,80,77.5,Tomato
2016-10-21,Kg,70,80,75.0,Tomato
2016-10-22,Kg,50,55,52.5,Tomato
2016-10-23,Kg,50,60,55.0,Tomato
2016-10-24,Kg,60,70,65.0,Tomato
2016-10-25,Kg,50,60,55.0,Tomato
2016-10-26,Kg,40,50,45.0,Tomato
2016-10-27,Kg,40,50,45.0,Tomato
2016-10-28,Kg,40,50,45.0,Tomato
2016-10-29,Kg,38,45,41.5,Tomato
2016-10-30,Kg,35,45,40.0,Tomato
2016-10-31,Kg,40,50,45.0,Tomato
2016-11-01,Kg,40,50,45.0,Tomato
2016-11-02,Kg,35,45,40.0,Tomato
2016-11-03,Kg,35,45,40.0,Tomato
2016-11-04,Kg,35,45,40.0,Tomato
2016-11-05,Kg,30,40,35.0,Tomato
2016-11-06,Kg,30,38,34.0,Tomato
2016-11-07,Kg,30,40,35.0,Tomato
2016-11-08,Kg,30,40,35.0,Tomato
2016-11-09,Kg,30,40,35.0,Tomato
2016-11-10,Kg,30,40,35.0,Tomato
2016-11-11,Kg,35,40,37.5,Tomato
2016-11-12,Kg,40,48,44.0,Tomato
2016-11-13,Kg,30,40,35.0,Tomato
2016-11-14,Kg,30,40,35.0,Tomato
2016-11-15,Kg,30,40,35.0,Tomato
2016-11-16,Kg,30,40,35.0,Tomato
2016-11-17,Kg,25,35,30.0,Tomato
2016-11-18,Kg,25,35,30.0,Tomato
2016-11-19,Kg,25,30,27.5,Tomato
2016-11-20,Kg,25,35,30.0,Tomato
2016-11-21,Kg,25,35,30.0,Tomato
2016-11-22,Kg,25,35,30.0,Tomato
2016-11-23,Kg,30,40,35.0,Tomato
2016-11-24,Kg,25,35,30.0,Tomato
2016-11-25,Kg,30,40,35.0,Tomato
2016-11-26,Kg,35,40,37.5,Tomato
2016-11-27,Kg,30,40,35.0,Tomato
2016-11-28,Kg,30,40,35.0,Tomato
2016-11-29,Kg,30,40,35.0,Tomato
2016-11-30,Kg,30,40,35.0,Tomato
2016-12-01,Kg,25,35,30.0,Tomato
2016-12-02,Kg,25,35,30.0,Tomato
2016-12-03,Kg,28,35,31.5,Tomato
2016-12-04,Kg,25,35,30.0,Tomato
2016-12-05,Kg,25,35,30.0,Tomato
2016-12-06,Kg,25,35,30.0,Tomato
2016-12-07,Kg,30,40,35.0,Tomato
2016-12-08,Kg,30,40,35.0,Tomato
2016-12-09,Kg,30,40,35.0,Tomato
2016-12-10,Kg,35,40,37.5,Tomato
2016-12-11,Kg,30,40,35.0,Tomato
2016-12-12,Kg,30,40,35.0,Tomato
2016-12-13,Kg,30,40,35.0,Tomato
2016-12-14,Kg,30,35,32.5,Tomato
2016-12-15,Kg,30,35,32.5,Tomato
2016-12-16,Kg,28,35,31.5,Tomato
2016-12-17,Kg,30,35,32.5,Tomato
2016-12-18,Kg,30,40,35.0,Tomato
2016-12-19,Kg,30,40,35.0,Tomato
2016-12-20,Kg,30,40,35.0,Tomato
2016-12-21,Kg,30,40,35.0,Tomato
2016-12-22,Kg,30,40,35.0,Tomato
2016-12-23,Kg,30,35,32.5,Tomato
2016-12-24,Kg,28,30,29.0,Tomato
2016-12-25,Kg,25,35,30.0,Tomato
2016-12-26,Kg,25,35,30.0,Tomato
2016-12-27,Kg,20,25,22.5,Tomato
2016-12-28,Kg,20,30,25.0,Tomato
2016-12-29,Kg,20,30,25.0,Tomato
2016-12-30,Kg,20,25,22.5,Tomato
2016-12-31,Kg,20,25,22.5,Tomato
2017-01-01,Kg,20,30,25.0,Tomato
2017-01-02,Kg,20,30,25.0,Tomato
2017-01-03,Kg,20,30,25.0,Tomato
2017-01-04,Kg,20,30,25.0,Tomato
2017-01-05,Kg,20,30,25.0,Tomato
2017-01-06,Kg,20,30,25.0,Tomato
2017-01-07,Kg,25,30,27.5,Tomato
2017-01-08,Kg,20,30,25.0,Tomato
2017-01-09,Kg,20,30,25.0,Tomato
2017-01-10,Kg,20,25,22.5,Tomato
2017-01-11,Kg,25,30,27.5,Tomato
2017-01-12,Kg,20,30,25.0,Tomato
2017-01-13,Kg,20,30,25.0,Tomato
2017-01-14,Kg,20,25,22.5,Tomato
2017-01-15,Kg,20,30,25.0,Tomato
2017-01-16,Kg,20,30,25.0,Tomato
2017-01-17,Kg,20,30,25.0,Tomato
2017-01-18,Kg,40,50,45.0,Tomato
2017-01-19,Kg,20,30,25.0,Tomato
2017-01-20,Kg,20,25,22.5,Tomato
2017-01-21,Kg,25,30,27.5,Tomato
2017-01-22,Kg,20,30,25.0,Tomato
2017-01-23,Kg,20,30,25.0,Tomato
2017-01-24,Kg,20,30,25.0,Tomato
2017-01-25,Kg,20,30,25.0,Tomato
2017-01-26,Kg,15,25,20.0,Tomato
2017-01-27,Kg,15,20,17.5,Tomato
2017-01-28,Kg,20,25,22.5,Tomato
2017-01-29,Kg,20,25,22.5,Tomato
2017-01-30,Kg,18,24,21.0,Tomato
2017-01-31,Kg,15,25,20.0,Tomato
2017-02-01,Kg,15,25,20.0,Tomato
2017-02-02,Kg,15,25,20.0,Tomato
2017-02-03,Kg,15,25,20.0,Tomato
2017-02-04,Kg,15,24,19.5,Tomato
2017-02-05,Kg,10,20,15.0,Tomato
2017-02-06,Kg,10,20,15.0,Tomato
2017-02-07,Kg,10,20,15.0,Tomato
2017-02-08,Kg,15,25,20.0,Tomato
2017-02-09,Kg,15,20,17.5,Tomato
2017-02-10,Kg,15,20,17.5,Tomato
2017-02-11,Kg,15,20,17.5,Tomato
2017-02-12,Kg,15,20,17.5,Tomato
2017-02-13,Kg,15,20,17.5,Tomato
2017-02-14,Kg,15,20,17.5,Tomato
2017-02-15,Kg,15,20,17.5,Tomato
2017-02-16,Kg,15,20,17.5,Tomato
2017-02-17,Kg,15,20,17.5,Tomato
2017-02-18,Kg,15,20,17.5,Tomato
2017-02-19,Kg,15,20,17.5,Tomato
2017-02-20,Kg,15,20,17.5,Tomato
2017-02-21,Kg,15,20,17.5,Tomato
2017-02-22,Kg,15,20,17.5,Tomato
2017-02-23,Kg,15,20,17.5,Tomato
2017-02-25,Kg,15,20,17.5,Tomato
2017-02-26,Kg,15,20,17.5,Tomato
2017-02-27,Kg,15,20,17.5,Tomato
2017-02-28,Kg,20,25,22.5,Tomato
2017-03-01,Kg,20,25,22.5,Tomato
2017-03-02,Kg,20,25,22.5,Tomato
2017-03-04,Kg,20,25,22.5,Tomato
2017-03-05,Kg,25,30,27.5,Tomato
2017-03-06,Kg,24,30,27.0,Tomato
2017-03-07,Kg,25,30,27.5,Tomato
2017-03-08,Kg,25,30,27.5,Tomato
2017-03-09,Kg,25,30,27.5,Tomato
2017-03-10,Kg,25,30,27.5,Tomato
2017-03-11,Kg,25,30,27.5,Tomato
2017-03-13,Kg,30,35,32.5,Tomato
2017-03-14,Kg,30,35,32.5,Tomato
2017-03-15,Kg,30,35,32.5,Tomato
2017-03-16,Kg,25,30,27.5,Tomato
2017-03-17,Kg,25,30,27.5,Tomato
2017-03-18,Kg,28,32,30.0,Tomato
2017-03-19,Kg,25,30,27.5,Tomato
2017-03-20,Kg,25,30,27.5,Tomato
2017-03-21,Kg,25,30,27.5,Tomato
2017-03-22,Kg,25,30,27.5,Tomato
2017-03-23,Kg,25,30,27.5,Tomato
2017-03-24,Kg,25,30,27.5,Tomato
2017-03-25,Kg,25,30,27.5,Tomato
2017-03-26,Kg,25,30,27.5,Tomato
2017-03-27,Kg,30,35,32.5,Tomato
2017-03-28,Kg,35,40,37.5,Tomato
2017-03-29,Kg,35,40,37.5,Tomato
2017-03-30,Kg,30,35,32.5,Tomato
2017-03-31,Kg,30,35,32.5,Tomato
2017-04-01,Kg,30,35,32.5,Tomato
2017-04-02,Kg,25,30,27.5,Tomato
2017-04-03,Kg,30,35,32.5,Tomato
2017-04-04,Kg,30,35,32.5,Tomato
2017-04-05,Kg,30,35,32.5,Tomato
2017-04-06,Kg,30,35,32.5,Tomato
2017-04-07,Kg,30,35,32.5,Tomato
2017-04-08,Kg,30,35,32.5,Tomato
2017-04-09,Kg,30,35,32.5,Tomato
2017-04-10,Kg,25,30,27.5,Tomato
2017-04-11,Kg,20,28,24.0,Tomato
2017-04-12,Kg,20,28,24.0,Tomato
2017-04-13,Kg,24,30,27.0,Tomato
2017-04-14,Kg,30,40,35.0,Tomato
2017-04-15,Kg,30,35,32.5,Tomato
2017-04-16,Kg,30,35,32.5,Tomato
2017-04-17,Kg,30,35,32.5,Tomato
2017-04-18,Kg,30,35,32.5,Tomato
2017-04-19,Kg,30,35,32.5,Tomato
2017-04-20,Kg,30,35,32.5,Tomato
2017-04-21,Kg,25,30,27.5,Tomato
2017-04-22,Kg,30,35,32.5,Tomato
2017-04-23,Kg,30,35,32.5,Tomato
2017-04-24,Kg,30,35,32.5,Tomato
2017-04-25,Kg,25,30,27.5,Tomato
2017-04-26,Kg,25,30,27.5,Tomato
2017-04-27,Kg,25,30,27.5,Tomato
2017-04-28,Kg,25,30,27.5,Tomato
2017-04-29,Kg,25,30,27.5,Tomato
2017-04-30,Kg,25,30,27.5,Tomato
2017-05-01,Kg,25,30,27.5,Tomato
2017-05-02,Kg,25,30,27.5,Tomato
2017-05-03,Kg,30,35,32.5,Tomato
2017-05-04,Kg,25,30,27.5,Tomato
2017-05-05,Kg,25,30,27.5,Tomato
2017-05-06,Kg,25,30,27.5,Tomato
2017-05-07,Kg,25,30,27.5,Tomato
2017-05-08,Kg,25,30,27.5,Tomato
2017-05-09,Kg,25,30,27.5,Tomato
2017-05-10,Kg,30,35,32.5,Tomato
2017-05-11,Kg,35,40,37.5,Tomato
2017-05-12,Kg,40,50,45.0,Tomato
2017-05-13,Kg,35,45,40.0,Tomato
2017-05-15,Kg,35,45,40.0,Tomato
2017-05-16,Kg,40,50,45.0,Tomato
2017-05-17,Kg,40,50,45.0,Tomato
2017-05-18,Kg,40,45,42.5,Tomato
2017-05-19,Kg,45,50,47.5,Tomato
2017-05-20,Kg,45,50,47.5,Tomato
2017-05-21,Kg,30,35,32.5,Tomato
2017-05-22,Kg,30,35,32.5,Tomato
2017-05-23,Kg,30,35,32.5,Tomato
2017-05-24,Kg,30,35,32.5,Tomato
2017-05-25,Kg,30,35,32.5,Tomato
2017-05-26,Kg,30,35,32.5,Tomato
2017-05-27,Kg,30,35,32.5,Tomato
2017-05-28,Kg,30,35,32.5,Tomato
2017-05-29,Kg,45,50,47.5,Tomato
2017-05-30,Kg,30,35,32.5,Tomato
2017-05-31,Kg,40,45,42.5,Tomato
2017-06-01,Kg,40,45,42.5,Tomato
2017-06-02,Kg,30,35,32.5,Tomato
2017-06-03,Kg,30,38,34.0,Tomato
2017-06-04,Kg,45,50,47.5,Tomato
2017-06-05,Kg,50,55,52.5,Tomato
2017-06-06,Kg,55,60,57.5,Tomato
2017-06-07,Kg,60,65,62.5,Tomato
2017-06-08,Kg,50,55,52.5,Tomato
2017-06-09,Kg,50,55,52.5,Tomato
2017-06-10,Kg,45,50,47.5,Tomato
2017-06-11,Kg,45,50,47.5,Tomato
2017-06-12,Kg,45,50,47.5,Tomato
2017-06-13,Kg,45,50,47.5,Tomato
2017-06-14,Kg,40,45,42.5,Tomato
2017-06-15,Kg,40,45,42.5,Tomato
2017-06-16,Kg,40,45,42.5,Tomato
2017-06-17,Kg,40,45,42.5,Tomato
2017-06-18,Kg,35,40,37.5,Tomato
2017-06-19,Kg,35,40,37.5,Tomato
2017-06-20,Kg,30,36,33.0,Tomato
2017-06-21,Kg,30,35,32.5,Tomato
2017-06-22,Kg,30,35,32.5,Tomato
2017-06-23,Kg,30,35,32.5,Tomato
2017-06-24,Kg,30,35,32.5,Tomato
2017-06-25,Kg,30,35,32.5,Tomato
2017-06-26,Kg,30,35,32.5,Tomato
2017-06-27,Kg,30,35,32.5,Tomato
2017-06-28,Kg,25,30,27.5,Tomato
2017-06-29,Kg,25,30,27.5,Tomato
2017-06-30,Kg,25,30,27.5,Tomato
2017-07-01,Kg,25,30,27.5,Tomato
2017-07-02,Kg,25,30,27.5,Tomato
2017-07-03,Kg,24,28,26.0,Tomato
2017-07-04,Kg,20,25,22.5,Tomato
2017-07-05,Kg,20,25,22.5,Tomato
2017-07-06,Kg,20,25,22.5,Tomato
2017-07-07,Kg,20,25,22.5,Tomato
2017-07-08,Kg,20,25,22.5,Tomato
2017-07-09,Kg,20,25,22.5,Tomato
2017-07-10,Kg,20,25,22.5,Tomato
2017-07-11,Kg,20,25,22.5,Tomato
2017-07-12,Kg,24,30,27.0,Tomato
2017-07-13,Kg,28,32,30.0,Tomato
2017-07-14,Kg,30,35,32.5,Tomato
2017-07-15,Kg,27,33,30.0,Tomato
2017-07-16,Kg,27,35,31.0,Tomato
2017-07-17,Kg,30,35,32.5,Tomato
2017-07-18,Kg,35,40,37.5,Tomato
2017-07-19,Kg,35,40,37.5,Tomato
2017-07-20,Kg,30,35,32.5,Tomato
2017-07-21,Kg,30,35,32.5,Tomato
2017-07-22,Kg,30,35,32.5,Tomato
2017-07-23,Kg,30,35,32.5,Tomato
2017-07-24,Kg,30,35,32.5,Tomato
2017-07-25,Kg,30,35,32.5,Tomato
2017-07-26,Kg,30,35,32.5,Tomato
2017-07-27,Kg,45,50,47.5,Tomato
2017-07-28,Kg,45,50,47.5,Tomato
2017-07-29,Kg,45,50,47.5,Tomato
2017-07-30,Kg,45,50,47.5,Tomato
2017-07-31,Kg,45,50,47.5,Tomato
2017-08-01,Kg,40,50,45.0,Tomato
2017-08-02,Kg,40,50,45.0,Tomato
2017-08-03,Kg,40,45,42.5,Tomato
2017-08-04,Kg,40,50,45.0,Tomato
2017-08-05,Kg,40,50,45.0,Tomato
2017-08-06,Kg,40,50,45.0,Tomato
2017-08-07,Kg,40,50,45.0,Tomato
2017-08-08,Kg,50,55,52.5,Tomato
2017-08-09,Kg,45,50,47.5,Tomato
2017-08-10,Kg,45,50,47.5,Tomato
2017-08-11,Kg,50,55,52.5,Tomato
2017-08-12,Kg,50,55,52.5,Tomato
2017-08-13,Kg,60,65,62.5,Tomato
2017-08-14,Kg,70,75,72.5,Tomato
2017-08-15,Kg,60,65,62.5,Tomato
2017-08-16,Kg,70,75,72.5,Tomato
2017-08-17,Kg,70,80,75.0,Tomato
2017-08-18,Kg,75,80,77.5,Tomato
2017-08-19,Kg,75,80,77.5,Tomato
2017-08-20,Kg,75,80,77.5,Tomato
2017-08-21,Kg,70,75,72.5,Tomato
2017-08-22,Kg,70,75,72.5,Tomato
2017-08-23,Kg,65,70,67.5,Tomato
2017-08-24,Kg,50,55,52.5,Tomato
2017-08-25,Kg,50,55,52.5,Tomato
2017-08-26,Kg,50,55,52.5,Tomato
2017-08-27,Kg,40,45,42.5,Tomato
2017-08-28,Kg,38,43,40.5,Tomato
2017-08-29,Kg,38,43,40.5,Tomato
2017-08-30,Kg,35,40,37.5,Tomato
2017-08-31,Kg,35,40,37.5,Tomato
2017-09-01,Kg,30,35,32.5,Tomato
2017-09-02,Kg,30,35,32.5,Tomato
2017-09-03,Kg,32,35,33.5,Tomato
2017-09-04,Kg,45,50,47.5,Tomato
2017-09-05,Kg,45,50,47.5,Tomato
2017-09-06,Kg,45,50,47.5,Tomato
2017-09-07,Kg,45,50,47.5,Tomato
2017-09-08,Kg,45,50,47.5,Tomato
2017-09-09,Kg,45,50,47.5,Tomato
2017-09-10,Kg,45,50,47.5,Tomato
2017-09-11,Kg,45,50,47.5,Tomato
2017-09-12,Kg,35,40,37.5,Tomato
2017-09-13,Kg,35,40,37.5,Tomato
2017-09-14,Kg,35,40,37.5,Tomato
2017-09-15,Kg,35,45,40.0,Tomato
2017-09-16,Kg,35,40,37.5,Tomato
2017-09-17,Kg,35,40,37.5,Tomato
2017-09-18,Kg,40,45,42.5,Tomato
2017-09-20,Kg,45,50,47.5,Tomato
2017-09-21,Kg,60,70,65.0,Tomato
2017-09-22,Kg,65,75,70.0,Tomato
2017-09-23,Kg,70,80,75.0,Tomato
2017-09-24,Kg,60,65,62.5,Tomato
2017-09-25,Kg,55,65,60.0,Tomato
2017-09-26,Kg,55,60,57.5,Tomato
2017-09-27,Kg,55,60,57.5,Tomato
2017-09-28,Kg,55,65,60.0,Tomato
2017-09-29,Kg,50,55,52.5,Tomato
2017-09-30,Kg,45,50,47.5,Tomato
2017-10-01,Kg,35,40,37.5,Tomato
2017-10-02,Kg,25,30,27.5,Tomato
2017-10-03,Kg,20,25,22.5,Tomato
2017-10-04,Kg,20,25,22.5,Tomato
2017-10-05,Kg,20,25,22.5,Tomato
2017-10-06,Kg,23,26,24.5,Tomato
2017-10-07,Kg,23,26,24.5,Tomato
2017-10-08,Kg,30,35,32.5,Tomato
2017-10-09,Kg,45,55,50.0,Tomato
2017-10-10,Kg,48,55,51.5,Tomato
2017-10-11,Kg,58,65,61.5,Tomato
2017-10-12,Kg,55,60,57.5,Tomato
2017-10-13,Kg,55,60,57.5,Tomato
2017-10-14,Kg,65,70,67.5,Tomato
2017-10-15,Kg,52,60,56.0,Tomato
2017-10-16,Kg,50,55,52.5,Tomato
2017-10-17,Kg,45,55,50.0,Tomato
2017-10-18,Kg,55,60,57.5,Tomato
2017-10-19,Kg,55,60,57.5,Tomato
2017-10-20,Kg,45,50,47.5,Tomato
2017-10-21,Kg,65,70,67.5,Tomato
2017-10-22,Kg,75,80,77.5,Tomato
2017-10-23,Kg,58,62,60.0,Tomato
2017-10-24,Kg,53,58,55.5,Tomato
2017-10-25,Kg,45,50,47.5,Tomato
2017-10-26,Kg,45,50,47.5,Tomato
2017-10-27,Kg,70,75,72.5,Tomato
2017-10-28,Kg,70,75,72.5,Tomato
2017-10-29,Kg,65,70,67.5,Tomato
2017-10-30,Kg,70,75,72.5,Tomato
2017-10-31,Kg,70,75,72.5,Tomato
2017-11-01,Kg,95,100,97.5,Tomato
2017-11-02,Kg,90,95,92.5,Tomato
2017-11-03,Kg,85,90,87.5,Tomato
2017-11-04,Kg,70,78,74.0,Tomato
2017-11-05,Kg,80,85,82.5,Tomato
2017-11-06,Kg,70,75,72.5,Tomato
2017-11-07,Kg,75,80,77.5,Tomato
2017-11-08,Kg,80,85,82.5,Tomato
2017-11-09,Kg,75,80,77.5,Tomato
2017-11-10,Kg,75,80,77.5,Tomato
2017-11-11,Kg,68,73,70.5,Tomato
2017-11-12,Kg,75,80,77.5,Tomato
2017-11-13,Kg,65,70,67.5,Tomato
2017-11-14,Kg,75,80,77.5,Tomato
2017-11-15,Kg,70,75,72.5,Tomato
2017-11-16,Kg,60,65,62.5,Tomato
2017-11-17,Kg,60,65,62.5,Tomato
2017-11-18,Kg,65,70,67.5,Tomato
2017-11-19,Kg,50,60,55.0,Tomato
2017-11-20,Kg,45,50,47.5,Tomato
2017-11-21,Kg,45,50,47.5,Tomato
2017-11-22,Kg,50,55,52.5,Tomato
2017-11-23,Kg,55,60,57.5,Tomato
2017-11-24,Kg,60,65,62.5,Tomato
2017-11-25,Kg,52,58,55.0,Tomato
2017-11-26,Kg,55,60,57.5,Tomato
2017-11-27,Kg,65,70,67.5,Tomato
2017-11-28,Kg,60,65,62.5,Tomato
2017-11-29,Kg,50,55,52.5,Tomato
2017-11-30,Kg,55,60,57.5,Tomato
2017-12-01,Kg,55,60,57.5,Tomato
2017-12-02,Kg,55,60,57.5,Tomato
2017-12-03,Kg,60,70,65.0,Tomato
2017-12-04,Kg,70,75,72.5,Tomato
2017-12-05,Kg,80,85,82.5,Tomato
2017-12-06,Kg,70,75,72.5,Tomato
2017-12-08,Kg,75,80,77.5,Tomato
2017-12-09,Kg,75,80,77.5,Tomato
2017-12-10,Kg,65,70,67.5,Tomato
2017-12-11,Kg,65,70,67.5,Tomato
2017-12-12,Kg,65,70,67.5,Tomato
2017-12-13,Kg,55,60,57.5,Tomato
2017-12-14,Kg,45,50,47.5,Tomato
2017-12-15,Kg,40,45,42.5,Tomato
2017-12-16,Kg,35,40,37.5,Tomato
2017-12-17,Kg,35,40,37.5,Tomato
2017-12-18,Kg,30,35,32.5,Tomato
2017-12-19,Kg,25,30,27.5,Tomato
2017-12-20,Kg,25,30,27.5,Tomato
2017-12-27,Kg,25,30,27.5,Tomato
2017-12-28,Kg,25,30,27.5,Tomato
2017-12-29,Kg,20,25,22.5,Tomato
2017-12-30,Kg,20,25,22.5,Tomato
2017-12-31,Kg,20,25,22.5,Tomato
2018-01-01,Kg,20,25,22.5,Tomato
2018-01-02,Kg,25,30,27.5,Tomato
2018-01-03,Kg,25,30,27.5,Tomato
2018-01-04,Kg,25,30,27.5,Tomato
2018-01-05,Kg,30,35,32.5,Tomato
2018-01-06,Kg,35,40,37.5,Tomato
2018-01-07,Kg,25,30,27.5,Tomato
2018-01-08,Kg,30,35,32.5,Tomato
2018-01-09,Kg,30,35,32.5,Tomato
2018-01-10,Kg,30,35,32.5,Tomato
2018-01-11,Kg,30,35,32.5,Tomato
2018-01-12,Kg,40,45,42.5,Tomato
2018-01-13,Kg,45,50,47.5,Tomato
2018-01-14,Kg,45,50,47.5,Tomato
2018-01-16,Kg,35,40,37.5,Tomato
2018-01-17,Kg,40,45,42.5,Tomato
2018-01-18,Kg,35,40,37.5,Tomato
2018-01-19,Kg,35,40,37.5,Tomato
2018-01-20,Kg,38,43,40.5,Tomato
2018-01-21,Kg,30,35,32.5,Tomato
2018-01-22,Kg,25,30,27.5,Tomato
2018-01-23,Kg,20,25,22.5,Tomato
2018-01-24,Kg,20,25,22.5,Tomato
2018-01-25,Kg,20,25,22.5,Tomato
2018-01-26,Kg,18,20,19.0,Tomato
2018-01-27,Kg,15,20,17.5,Tomato
2018-01-28,Kg,16,20,18.0,Tomato
2018-01-29,Kg,15,20,17.5,Tomato
2018-01-30,Kg,15,20,17.5,Tomato
2018-01-31,Kg,15,20,17.5,Tomato
2018-02-01,Kg,15,20,17.5,Tomato
2018-02-02,Kg,12,15,13.5,Tomato
2018-02-03,Kg,12,16,14.0,Tomato
2018-02-04,Kg,20,25,22.5,Tomato
2018-02-05,Kg,25,30,27.5,Tomato
2018-02-06,Kg,25,30,27.5,Tomato
2018-02-07,Kg,18,20,19.0,Tomato
2018-02-08,Kg,18,20,19.0,Tomato
2018-02-09,Kg,18,22,20.0,Tomato
2018-02-10,Kg,18,20,19.0,Tomato
2018-02-11,Kg,15,20,17.5,Tomato
2018-02-12,Kg,15,20,17.5,Tomato
2018-02-13,Kg,15,20,17.5,Tomato
2018-02-14,Kg,20,25,22.5,Tomato
2018-02-15,Kg,20,25,22.5,Tomato
2018-02-16,Kg,25,30,27.5,Tomato
2018-02-17,Kg,20,25,22.5,Tomato
2018-02-18,Kg,25,30,27.5,Tomato
2018-02-19,Kg,25,28,26.5,Tomato
2018-02-20,Kg,25,30,27.5,Tomato
2018-02-21,Kg,25,30,27.5,Tomato
2018-02-22,Kg,20,25,22.5,Tomato
2018-02-23,Kg,20,25,22.5,Tomato
2018-02-24,Kg,20,25,22.5,Tomato
2018-02-25,Kg,25,30,27.5,Tomato
2018-02-26,Kg,30,35,32.5,Tomato
2018-02-27,Kg,30,35,32.5,Tomato
2018-02-28,Kg,30,35,32.5,Tomato
2018-03-01,Kg,35,40,37.5,Tomato
2018-03-02,Kg,33,36,34.5,Tomato
2018-03-03,Kg,30,35,32.5,Tomato
2018-03-05,Kg,30,35,32.5,Tomato
2018-03-06,Kg,33,36,34.5,Tomato
2018-03-07,Kg,30,35,32.5,Tomato
2018-03-08,Kg,30,35,32.5,Tomato
2018-03-09,Kg,30,35,32.5,Tomato
2018-03-10,Kg,40,50,45.0,Tomato
2018-03-11,Kg,25,30,27.5,Tomato
2018-03-12,Kg,25,30,27.5,Tomato
2018-03-13,Kg,25,30,27.5,Tomato
2018-03-14,Kg,25,30,27.5,Tomato
2018-03-15,Kg,25,30,27.5,Tomato
2018-03-16,Kg,25,30,27.5,Tomato
2018-03-17,Kg,25,30,27.5,Tomato
2018-03-18,Kg,45,50,47.5,Tomato
2018-03-19,Kg,50,55,52.5,Tomato
2018-03-20,Kg,50,55,52.5,Tomato
2018-03-21,Kg,50,55,52.5,Tomato
2018-03-22,Kg,50,55,52.5,Tomato
2018-03-23,Kg,50,55,52.5,Tomato
2018-03-24,Kg,40,48,44.0,Tomato
2018-03-25,Kg,40,45,42.5,Tomato
2018-03-26,Kg,30,35,32.5,Tomato
2018-03-27,Kg,30,35,32.5,Tomato
2018-03-28,Kg,30,35,32.5,Tomato
2018-03-29,Kg,30,35,32.5,Tomato
2018-03-30,Kg,30,35,32.5,Tomato
2018-03-31,Kg,30,35,32.5,Tomato
2018-04-01,Kg,35,40,37.5,Tomato
2018-04-02,Kg,40,45,42.5,Tomato
2018-04-03,Kg,40,45,42.5,Tomato
2018-04-04,Kg,35,40,37.5,Tomato
2018-04-05,Kg,35,40,37.5,Tomato
2018-04-06,Kg,30,35,32.5,Tomato
2018-04-07,Kg,24,30,27.0,Tomato
2018-04-08,Kg,28,33,30.5,Tomato
2018-04-09,Kg,25,30,27.5,Tomato
2018-04-10,Kg,25,30,27.5,Tomato
2018-04-11,Kg,23,26,24.5,Tomato
2018-04-12,Kg,28,33,30.5,Tomato
2018-04-13,Kg,35,40,37.5,Tomato
2018-04-14,Kg,30,35,32.5,Tomato
2018-04-15,Kg,35,40,37.5,Tomato
2018-04-16,Kg,28,33,30.5,Tomato
2018-04-17,Kg,25,30,27.5,Tomato
2018-04-18,Kg,20,25,22.5,Tomato
2018-04-19,Kg,20,25,22.5,Tomato
