Date,Unit,Minimum,Maximum,Average,Market
2018-04-20,Kg,25,30,27.5,Tomato
2018-04-21,Kg,26,33,29.5,Tomato
2018-04-22,Kg,28,33,30.5,Tomato
2018-04-23,Kg,20,25,22.5,Tomato
2018-04-24,Kg,20,25,22.5,Tomato
2018-04-25,Kg,20,25,22.5,Tomato
2018-04-26,Kg,20,25,22.5,Tomato
2018-04-27,Kg,20,25,22.5,Tomato
2018-04-28,Kg,22,26,24.0,Tomato
2018-04-29,Kg,20,25,22.5,Tomato
2018-04-30,Kg,25,30,27.5,Tomato
2018-05-01,Kg,25,30,27.5,Tomato
2018-05-02,Kg,30,35,32.5,Tomato
2018-05-03,Kg,25,30,27.5,Tomato
2018-05-04,Kg,25,30,27.5,Tomato
2018-05-05,Kg,20,25,22.5,Tomato
2018-05-06,Kg,20,25,22.5,Tomato
2018-05-07,Kg,20,25,22.5,Tomato
2018-05-08,Kg,20,25,22.5,Tomato
2018-05-09,Kg,20,25,22.5,Tomato
2018-05-10,Kg,20,25,22.5,Tomato
2018-05-11,Kg,20,25,22.5,Tomato
2018-05-12,Kg,20,25,22.5,Tomato
2018-05-13,Kg,40,45,42.5,Tomato
2018-05-14,Kg,40,45,42.5,Tomato
2018-05-15,Kg,40,45,42.5,Tomato
2018-05-16,Kg,35,40,37.5,Tomato
2018-05-17,Kg,35,40,37.5,Tomato
2018-05-18,Kg,25,30,27.5,Tomato
2018-05-19,Kg,20,25,22.5,Tomato
2018-05-20,Kg,25,30,27.5,Tomato
2018-05-21,Kg,25,30,27.5,Tomato
2018-05-22,Kg,25,30,27.5,Tomato
2018-05-23,Kg,25,30,27.5,Tomato
2018-05-24,Kg,40,45,42.5,Tomato
2018-05-25,Kg,40,45,42.5,Tomato
2018-05-26,Kg,35,40,37.5,Tomato
2018-05-27,Kg,35,40,37.5,Tomato
2018-05-28,Kg,40,45,42.5,Tomato
2018-05-29,Kg,40,45,42.5,Tomato
2018-05-30,Kg,44,50,47.0,Tomato
2018-05-31,Kg,40,45,42.5,Tomato
2018-06-01,Kg,35,40,37.5,Tomato
2018-06-02,Kg,30,35,32.5,Tomato
2018-06-03,Kg,40,45,42.5,Tomato
2018-06-04,Kg,35,40,37.5,Tomato
2018-06-05,Kg,35,40,37.5,Tomato
2018-06-06,Kg,35,40,37.5,Tomato
2018-06-07,Kg,35,40,37.5,Tomato
2018-06-08,Kg,35,40,37.5,Tomato
2018-06-09,Kg,40,48,44.0,Tomato
2018-06-10,Kg,40,45,42.5,Tomato
2018-06-11,Kg,40,45,42.5,Tomato
2018-06-12,Kg,40,45,42.5,Tomato
2018-06-13,Kg,30,38,34.0,Tomato
2018-06-14,Kg,30,35,32.5,Tomato
2018-06-15,Kg,30,35,32.5,Tomato
2018-06-16,Kg,35,40,37.5,Tomato
2018-06-17,Kg,30,35,32.5,Tomato
2018-06-18,Kg,35,40,37.5,Tomato
2018-06-19,Kg,25,30,27.5,Tomato
2018-06-20,Kg,30,38,34.0,Tomato
2018-06-21,Kg,35,40,37.5,Tomato
2018-06-22,Kg,45,50,47.5,Tomato
2018-06-23,Kg,40,45,42.5,Tomato
2018-06-24,Kg,30,35,32.5,Tomato
2018-06-25,Kg,35,40,37.5,Tomato
2018-06-26,Kg,30,35,32.5,Tomato
2018-06-27,Kg,28,33,30.5,Tomato
2018-06-28,Kg,20,25,22.5,Tomato
2018-06-29,Kg,18,20,19.0,Tomato
2018-06-30,Kg,18,20,19.0,Tomato
2018-07-01,Kg,18,22,20.0,Tomato
2018-07-02,Kg,15,20,17.5,Tomato
2018-07-03,Kg,18,22,20.0,Tomato
2018-07-04,Kg,18,20,19.0,Tomato
2018-07-05,Kg,18,20,19.0,Tomato
2018-07-06,Kg,15,20,17.5,Tomato
2018-07-07,Kg,20,25,22.5,Tomato
2018-07-08,Kg,18,20,19.0,Tomato
2018-07-09,Kg,25,30,27.5,Tomato
2018-07-10,Kg,25,30,27.5,Tomato
2018-07-11,Kg,25,30,27.5,Tomato
2018-07-12,Kg,18,22,20.0,Tomato
2018-07-13,Kg,15,20,17.5,Tomato
2018-07-14,Kg,15,20,17.5,Tomato
2018-07-15,Kg,12,17,14.5,Tomato
2018-07-16,Kg,15,20,17.5,Tomato
2018-07-17,Kg,20,25,22.5,Tomato
2018-07-18,Kg,20,25,22.5,Tomato
2018-07-19,Kg,20,25,22.5,Tomato
2018-07-20,Kg,15,20,17.5,Tomato
2018-07-21,Kg,15,20,17.5,Tomato
2018-07-22,Kg,15,20,17.5,Tomato
2018-07-23,Kg,15,20,17.5,Tomato
2018-07-24,Kg,15,20,17.5,Tomato
2018-07-25,Kg,15,20,17.5,Tomato
2018-07-26,Kg,15,20,17.5,Tomato
2018-07-27,Kg,15,20,17.5,Tomato
2018-07-28,Kg,18,25,21.5,Tomato
2018-07-29,Kg,19,23,21.0,Tomato
2018-07-30,Kg,20,25,22.5,Tomato
2018-07-31,Kg,25,30,27.5,Tomato
2018-08-01,Kg,20,25,22.5,Tomato
2018-08-02,Kg,20,25,22.5,Tomato
2018-08-03,Kg,20,25,22.5,Tomato
2018-08-04,Kg,20,25,22.5,Tomato
2018-08-05,Kg,25,30,27.5,Tomato
2018-08-06,Kg,33,36,34.5,Tomato
2018-08-07,Kg,30,35,32.5,Tomato
2018-08-08,Kg,33,35,34.0,Tomato
2018-08-09,Kg,35,40,37.5,Tomato
2018-08-10,Kg,43,47,45.0,Tomato
2018-08-11,Kg,45,50,47.5,Tomato
2018-08-12,Kg,38,40,39.0,Tomato
2018-08-13,Kg,33,36,34.5,Tomato
2018-08-14,Kg,30,35,32.5,Tomato
2018-08-15,Kg,30,35,32.5,Tomato
2018-08-16,Kg,25,30,27.5,Tomato
2018-08-17,Kg,20,25,22.5,Tomato
2018-08-18,Kg,25,30,27.5,Tomato
2018-08-19,Kg,20,25,22.5,Tomato
2018-08-20,Kg,25,30,27.5,Tomato
2018-08-21,Kg,25,30,27.5,Tomato
2018-08-22,Kg,25,30,27.5,Tomato
2018-08-23,Kg,20,25,22.5,Tomato
2018-08-24,Kg,20,25,22.5,Tomato
2018-08-25,Kg,20,25,22.5,Tomato
2018-08-26,Kg,15,20,17.5,Tomato
2018-08-27,Kg,18,25,21.5,Tomato
2018-08-28,Kg,20,25,22.5,Tomato
2018-08-29,Kg,25,30,27.5,Tomato
2018-08-30,Kg,30,35,32.5,Tomato
2018-08-31,Kg,33,36,34.5,Tomato
2018-09-01,Kg,35,40,37.5,Tomato
2018-09-02,Kg,40,45,42.5,Tomato
2018-09-03,Kg,43,47,45.0,Tomato
2018-09-04,Kg,40,45,42.5,Tomato
2018-09-05,Kg,40,47,43.5,Tomato
2018-09-06,Kg,40,45,42.5,Tomato
2018-09-07,Kg,40,45,42.5,Tomato
2018-09-08,Kg,45,50,47.5,Tomato
2018-09-09,Kg,45,50,47.5,Tomato
2018-09-10,Kg,50,53,51.5,Tomato
2018-09-11,Kg,45,50,47.5,Tomato
2018-09-12,Kg,35,40,37.5,Tomato
2018-09-13,Kg,35,40,37.5,Tomato
2018-09-14,Kg,30,35,32.5,Tomato
2018-09-15,Kg,30,35,32.5,Tomato
2018-09-16,Kg,30,34,32.0,Tomato
2018-09-17,Kg,30,35,32.5,Tomato
2018-09-18,Kg,50,55,52.5,Tomato
2018-09-19,Kg,45,50,47.5,Tomato
2018-09-20,Kg,45,50,47.5,Tomato
2018-09-21,Kg,40,45,42.5,Tomato
2018-09-22,Kg,43,48,45.5,Tomato
2018-09-23,Kg,48,52,50.0,Tomato
2018-09-24,Kg,40,45,42.5,Tomato
2018-09-25,Kg,40,45,42.5,Tomato
2018-09-26,Kg,38,43,40.5,Tomato
2018-09-27,Kg,35,40,37.5,Tomato
2018-09-28,Kg,35,43,39.0,Tomato
2018-09-29,Kg,40,45,42.5,Tomato
2018-09-30,Kg,45,50,47.5,Tomato
2018-10-01,Kg,43,48,45.5,Tomato
2018-10-02,Kg,46,52,49.0,Tomato
2018-10-03,Kg,48,53,50.5,Tomato
2018-10-04,Kg,50,55,52.5,Tomato
2018-10-05,Kg,58,66,62.0,Tomato
2018-10-06,Kg,60,67,63.5,Tomato
2018-10-07,Kg,70,80,75.0,Tomato
2018-10-08,Kg,60,70,65.0,Tomato
2018-10-09,Kg,60,68,64.0,Tomato
2018-10-10,Kg,65,70,67.5,Tomato
2018-10-11,Kg,60,70,65.0,Tomato
2018-10-12,Kg,60,70,65.0,Tomato
2018-10-13,Kg,60,65,62.5,Tomato
2018-10-14,Kg,60,70,65.0,Tomato
2018-10-15,Kg,65,70,67.5,Tomato
2018-10-16,Kg,45,52,48.5,Tomato
2018-10-17,Kg,45,52,48.5,Tomato
2018-10-18,Kg,45,52,48.5,Tomato
2018-10-19,Kg,50,58,54.0,Tomato
2018-10-20,Kg,40,48,44.0,Tomato
2018-10-21,Kg,35,40,37.5,Tomato
2018-10-22,Kg,20,30,25.0,Tomato
2018-10-23,Kg,20,25,22.5,Tomato
2018-10-24,Kg,20,25,22.5,Tomato
2018-10-25,Kg,25,30,27.5,Tomato
2018-10-26,Kg,25,30,27.5,Tomato
2018-10-27,Kg,25,30,27.5,Tomato
2018-10-28,Kg,25,30,27.5,Tomato
2018-10-29,Kg,34,38,36.0,Tomato
2018-10-30,Kg,30,35,32.5,Tomato
2018-10-31,Kg,35,45,40.0,Tomato
2018-11-01,Kg,35,45,40.0,Tomato
2018-11-02,Kg,35,40,37.5,Tomato
2018-11-03,Kg,25,30,27.5,Tomato
2018-11-04,Kg,25,30,27.5,Tomato
2018-11-05,Kg,25,30,27.5,Tomato
2018-11-06,Kg,22,28,25.0,Tomato
2018-11-07,Kg,22,28,25.0,Tomato
2018-11-08,Kg,20,25,22.5,Tomato
2018-11-09,Kg,20,25,22.5,Tomato
2018-11-10,Kg,20,25,22.5,Tomato
2018-11-11,Kg,18,24,21.0,Tomato
2018-11-12,Kg,20,28,24.0,Tomato
2018-11-13,Kg,20,25,22.5,Tomato
2018-11-14,Kg,20,25,22.5,Tomato
2018-11-15,Kg,15,20,17.5,Tomato
2018-11-16,Kg,12,20,16.0,Tomato
2018-11-17,Kg,17,25,21.0,Tomato
2018-11-18,Kg,15,25,20.0,Tomato
2018-11-19,Kg,15,25,20.0,Tomato
2018-11-20,Kg,18,25,21.5,Tomato
2018-11-21,Kg,18,25,21.5,Tomato
2018-11-22,Kg,20,25,22.5,Tomato
2018-11-23,Kg,18,25,21.5,Tomato
2018-11-24,Kg,18,20,19.0,Tomato
2018-11-25,Kg,18,25,21.5,Tomato
2018-11-26,Kg,16,22,19.0,Tomato
2018-11-27,Kg,16,22,19.0,Tomato
2018-11-28,Kg,16,24,20.0,Tomato
2018-11-29,Kg,20,28,24.0,Tomato
2018-11-30,Kg,18,24,21.0,Tomato
2018-12-01,Kg,15,20,17.5,Tomato
2018-12-02,Kg,20,25,22.5,Tomato
2018-12-03,Kg,20,30,25.0,Tomato
2018-12-04,Kg,20,25,22.5,Tomato
2018-12-05,Kg,15,20,17.5,Tomato
2018-12-06,Kg,12,20,16.0,Tomato
2018-12-07,Kg,15,25,20.0,Tomato
2018-12-08,Kg,18,24,21.0,Tomato
2018-12-09,Kg,15,25,20.0,Tomato
2018-12-10,Kg,20,25,22.5,Tomato
2018-12-11,Kg,15,25,20.0,Tomato
2018-12-12,Kg,20,25,22.5,Tomato
2018-12-13,Kg,15,25,20.0,Tomato
2018-12-14,Kg,20,25,22.5,Tomato
2018-12-15,Kg,20,25,22.5,Tomato
2018-12-16,Kg,20,25,22.5,Tomato
2018-12-17,Kg,18,25,21.5,Tomato
2018-12-18,Kg,15,25,20.0,Tomato
2018-12-19,Kg,15,20,17.5,Tomato
2018-12-20,Kg,15,20,17.5,Tomato
2018-12-21,Kg,10,20,15.0,Tomato
2018-12-22,Kg,18,22,20.0,Tomato
2018-12-23,Kg,15,20,17.5,Tomato
2018-12-24,Kg,15,20,17.5,Tomato
2018-12-25,Kg,18,22,20.0,Tomato
2018-12-26,Kg,15,20,17.5,Tomato
2018-12-27,Kg,15,20,17.5,Tomato
2018-12-28,Kg,15,20,17.5,Tomato
2018-12-29,Kg,15,20,17.5,Tomato
2018-12-30,Kg,15,20,17.5,Tomato
2018-12-31,Kg,20,30,25.0,Tomato
2019-01-01,Kg,20,25,22.5,Tomato
2019-01-02,Kg,20,25,22.5,Tomato
2019-01-03,Kg,20,25,22.5,Tomato
2019-01-04,Kg,20,25,22.5,Tomato
2019-01-05,Kg,22,28,25.0,Tomato
2019-01-06,Kg,30,35,32.5,Tomato
2019-01-07,Kg,30,35,32.5,Tomato
2019-01-08,Kg,30,35,32.5,Tomato
2019-01-09,Kg,30,35,32.5,Tomato
2019-01-10,Kg,30,35,32.5,Tomato
2019-01-11,Kg,30,35,32.5,Tomato
2019-01-12,Kg,28,30,29.0,Tomato
2019-01-13,Kg,30,35,32.5,Tomato
2019-01-14,Kg,20,30,25.0,Tomato
2019-01-15,Kg,30,35,32.5,Tomato
2019-01-16,Kg,25,30,27.5,Tomato
2019-01-17,Kg,22,28,25.0,Tomato
2019-01-18,Kg,25,30,27.5,Tomato
2019-01-19,Kg,20,25,22.5,Tomato
2019-01-20,Kg,20,25,22.5,Tomato
2019-01-21,Kg,20,25,22.5,Tomato
2019-01-22,Kg,20,25,22.5,Tomato
2019-01-23,Kg,18,22,20.0,Tomato
2019-01-24,Kg,15,20,17.5,Tomato
2019-01-25,Kg,15,20,17.5,Tomato
2019-01-26,Kg,18,24,21.0,Tomato
2019-01-27,Kg,15,20,17.5,Tomato
2019-01-28,Kg,15,20,17.5,Tomato
2019-01-29,Kg,20,25,22.5,Tomato
2019-01-30,Kg,20,25,22.5,Tomato
2019-01-31,Kg,20,25,22.5,Tomato
2019-02-01,Kg,20,25,22.5,Tomato
2019-02-02,Kg,20,25,22.5,Tomato
2019-02-03,Kg,15,20,17.5,Tomato
2019-02-04,Kg,15,20,17.5,Tomato
2019-02-05,Kg,15,20,17.5,Tomato
2019-02-06,Kg,15,20,17.5,Tomato
2019-02-07,Kg,15,20,17.5,Tomato
2019-02-08,Kg,20,25,22.5,Tomato
2019-02-09,Kg,25,30,27.5,Tomato
2019-02-10,Kg,30,35,32.5,Tomato
2019-02-11,Kg,35,40,37.5,Tomato
2019-02-12,Kg,25,35,30.0,Tomato
2019-02-13,Kg,20,25,22.5,Tomato
2019-02-14,Kg,20,25,22.5,Tomato
2019-02-15,Kg,25,30,27.5,Tomato
2019-02-16,Kg,25,30,27.5,Tomato
2019-02-17,Kg,20,25,22.5,Tomato
2019-02-18,Kg,20,25,22.5,Tomato
2019-02-19,Kg,23,30,26.5,Tomato
2019-02-20,Kg,25,30,27.5,Tomato
2019-02-21,Kg,30,35,32.5,Tomato
2019-02-22,Kg,30,35,32.5,Tomato
2019-02-23,Kg,30,35,32.5,Tomato
2019-02-24,Kg,30,35,32.5,Tomato
2019-02-25,Kg,30,35,32.5,Tomato
2019-02-26,Kg,30,35,32.5,Tomato
2019-02-27,Kg,30,35,32.5,Tomato
2019-02-28,Kg,30,35,32.5,Tomato
2019-03-01,Kg,30,35,32.5,Tomato
2019-03-02,Kg,35,40,37.5,Tomato
2019-03-03,Kg,35,40,37.5,Tomato
2019-03-05,Kg,35,40,37.5,Tomato
2019-03-06,Kg,35,40,37.5,Tomato
2019-03-07,Kg,40,45,42.5,Tomato
2019-03-08,Kg,40,45,42.5,Tomato
2019-03-09,Kg,40,45,42.5,Tomato
2019-03-10,Kg,40,45,42.5,Tomato
2019-03-11,Kg,40,45,42.5,Tomato
2019-03-12,Kg,40,45,42.5,Tomato
2019-03-13,Kg,40,45,42.5,Tomato
2019-03-14,Kg,40,45,42.5,Tomato
2019-03-15,Kg,55,60,57.5,Tomato
2019-03-16,Kg,55,60,57.5,Tomato
2019-03-17,Kg,50,55,52.5,Tomato
2019-03-18,Kg,50,55,52.5,Tomato
2019-03-19,Kg,50,55,52.5,Tomato
2019-03-20,Kg,50,55,52.5,Tomato
2019-03-21,Kg,50,55,52.5,Tomato
2019-03-22,Kg,45,50,47.5,Tomato
2019-03-23,Kg,55,60,57.5,Tomato
2019-03-24,Kg,55,60,57.5,Tomato
2019-03-25,Kg,55,60,57.5,Tomato
2019-03-26,Kg,55,60,57.5,Tomato
2019-03-27,Kg,45,50,47.5,Tomato
2019-03-28,Kg,45,50,47.5,Tomato
2019-03-29,Kg,35,40,37.5,Tomato
2019-03-30,Kg,35,40,37.5,Tomato
2019-03-31,Kg,28,33,30.5,Tomato
2019-04-01,Kg,25,30,27.5,Tomato
2019-04-02,Kg,25,30,27.5,Tomato
2019-04-03,Kg,30,35,32.5,Tomato
2019-04-04,Kg,40,45,42.5,Tomato
2019-04-05,Kg,35,40,37.5,Tomato
2019-04-06,Kg,35,40,37.5,Tomato
2019-04-07,Kg,35,40,37.5,Tomato
2019-04-08,Kg,35,40,37.5,Tomato
2019-04-09,Kg,35,40,37.5,Tomato
2019-04-10,Kg,35,40,37.5,Tomato
2019-04-11,Kg,30,35,32.5,Tomato
2019-04-12,Kg,30,35,32.5,Tomato
2019-04-13,Kg,32,38,35.0,Tomato
2019-04-14,Kg,30,35,32.5,Tomato
2019-04-15,Kg,35,40,37.5,Tomato
2019-04-16,Kg,30,35,32.5,Tomato
2019-04-17,Kg,30,35,32.5,Tomato
2019-04-18,Kg,35,40,37.5,Tomato
2019-04-19,Kg,35,40,37.5,Tomato
2019-04-20,Kg,40,45,42.5,Tomato
2019-04-21,Kg,40,45,42.5,Tomato
2019-04-22,Kg,40,45,42.5,Tomato
2019-04-23,Kg,40,45,42.5,Tomato
2019-04-24,Kg,38,43,40.5,Tomato
2019-04-25,Kg,38,42,40.0,Tomato
2019-04-26,Kg,38,40,39.0,Tomato
2019-04-27,Kg,40,45,42.5,Tomato
2019-04-28,Kg,45,50,47.5,Tomato
2019-04-29,Kg,55,60,57.5,Tomato
2019-04-30,Kg,70,75,72.5,Tomato
2019-05-01,Kg,70,75,72.5,Tomato
2019-05-02,Kg,65,70,67.5,Tomato
2019-05-03,Kg,60,65,62.5,Tomato
2019-05-04,Kg,60,65,62.5,Tomato
2019-05-05,Kg,65,70,67.5,Tomato
2019-05-06,Kg,65,70,67.5,Tomato
2019-05-07,Kg,60,65,62.5,Tomato
2019-05-08,Kg,65,70,67.5,Tomato
2019-05-09,Kg,60,65,62.5,Tomato
2019-05-10,Kg,65,70,67.5,Tomato
2019-05-11,Kg,75,80,77.5,Tomato
2019-05-12,Kg,85,90,87.5,Tomato
2019-05-13,Kg,85,90,87.5,Tomato
2019-05-14,Kg,85,90,87.5,Tomato
2019-05-15,Kg,95,100,97.5,Tomato
2019-05-16,Kg,75,80,77.5,Tomato
2019-05-17,Kg,75,80,77.5,Tomato
2019-05-18,Kg,75,80,77.5,Tomato
2019-05-19,Kg,75,80,77.5,Tomato
2019-05-20,Kg,75,80,77.5,Tomato
2019-05-21,Kg,75,80,77.5,Tomato
2019-05-22,Kg,80,90,85.0,Tomato
2019-05-23,Kg,75,85,80.0,Tomato
2019-05-24,Kg,75,80,77.5,Tomato
2019-05-25,Kg,65,78,71.5,Tomato
2019-05-26,Kg,65,75,70.0,Tomato
2019-05-27,Kg,55,65,60.0,Tomato
2019-05-28,Kg,55,65,60.0,Tomato
2019-05-29,Kg,65,75,70.0,Tomato
2019-05-30,Kg,70,80,75.0,Tomato
2019-05-31,Kg,65,75,70.0,Tomato
2019-06-01,Kg,65,70,67.5,Tomato
2019-06-02,Kg,65,75,70.0,Tomato
2019-06-03,Kg,65,70,67.5,Tomato
2019-06-04,Kg,60,65,62.5,Tomato
2019-06-05,Kg,40,48,44.0,Tomato
2019-06-06,Kg,40,45,42.5,Tomato
2019-06-07,Kg,40,45,42.5,Tomato
2019-06-08,Kg,45,50,47.5,Tomato
2019-06-09,Kg,40,45,42.5,Tomato
2019-06-10,Kg,40,45,42.5,Tomato
2019-06-11,Kg,40,45,42.5,Tomato
2019-06-12,Kg,40,50,45.0,Tomato
2019-06-13,Kg,45,50,47.5,Tomato
2019-06-14,Kg,40,45,42.5,Tomato
2019-06-15,Kg,40,45,42.5,Tomato
2019-06-16,Kg,35,40,37.5,Tomato
2019-06-17,Kg,35,40,37.5,Tomato
2019-06-18,Kg,30,35,32.5,Tomato
2019-06-19,Kg,30,35,32.5,Tomato
2019-06-20,Kg,30,35,32.5,Tomato
2019-06-21,Kg,20,25,22.5,Tomato
2019-06-22,Kg,15,20,17.5,Tomato
2019-06-23,Kg,15,20,17.5,Tomato
2019-06-24,Kg,25,30,27.5,Tomato
2019-06-25,Kg,25,30,27.5,Tomato
2019-06-26,Kg,20,25,22.5,Tomato
2019-06-27,Kg,20,25,22.5,Tomato
2019-06-28,Kg,20,25,22.5,Tomato
2019-06-29,Kg,20,25,22.5,Tomato
2019-06-30,Kg,20,25,22.5,Tomato
2019-07-01,Kg,20,25,22.5,Tomato
2019-07-02,Kg,35,40,37.5,Tomato
2019-07-03,Kg,28,34,31.0,Tomato
2019-07-04,Kg,35,40,37.5,Tomato
2019-07-05,Kg,38,42,40.0,Tomato
2019-07-06,Kg,35,40,37.5,Tomato
2019-07-07,Kg,40,45,42.5,Tomato
2019-07-08,Kg,38,42,40.0,Tomato
2019-07-09,Kg,35,40,37.5,Tomato
2019-07-10,Kg,40,45,42.5,Tomato
2019-07-11,Kg,50,55,52.5,Tomato
2019-07-12,Kg,45,50,47.5,Tomato
2019-07-13,Kg,60,66,63.0,Tomato
2019-07-14,Kg,65,70,67.5,Tomato
2019-07-15,Kg,65,70,67.5,Tomato
2019-07-16,Kg,65,75,70.0,Tomato
2019-07-17,Kg,70,80,75.0,Tomato
2019-07-18,Kg,75,80,77.5,Tomato
2019-07-19,Kg,65,70,67.5,Tomato
2019-07-20,Kg,65,70,67.5,Tomato
2019-07-21,Kg,65,70,67.5,Tomato
2019-07-22,Kg,60,65,62.5,Tomato
2019-07-23,Kg,50,60,55.0,Tomato
2019-07-24,Kg,45,50,47.5,Tomato
2019-07-25,Kg,40,45,42.5,Tomato
2019-07-26,Kg,45,50,47.5,Tomato
2019-07-27,Kg,40,45,42.5,Tomato
2019-07-28,Kg,42,50,46.0,Tomato
2019-07-29,Kg,45,50,47.5,Tomato
2019-07-30,Kg,50,60,55.0,Tomato
2019-07-31,Kg,58,62,60.0,Tomato
2019-08-01,Kg,60,65,62.5,Tomato
2019-08-02,Kg,60,65,62.5,Tomato
2019-08-03,Kg,55,60,57.5,Tomato
2019-08-04,Kg,55,60,57.5,Tomato
2019-08-05,Kg,50,55,52.5,Tomato
2019-08-06,Kg,50,55,52.5,Tomato
2019-08-07,Kg,55,60,57.5,Tomato
2019-08-08,Kg,60,65,62.5,Tomato
2019-08-09,Kg,60,65,62.5,Tomato
2019-08-10,Kg,58,65,61.5,Tomato
2019-08-11,Kg,58,65,61.5,Tomato
2019-08-12,Kg,58,65,61.5,Tomato
2019-08-13,Kg,60,70,65.0,Tomato
2019-08-14,Kg,60,65,62.5,Tomato
2019-08-15,Kg,75,80,77.5,Tomato
2019-08-16,Kg,75,80,77.5,Tomato
2019-08-17,Kg,75,85,80.0,Tomato
2019-08-18,Kg,80,86,83.0,Tomato
2019-08-19,Kg,85,90,87.5,Tomato
2019-08-20,Kg,90,95,92.5,Tomato
2019-08-21,Kg,85,95,90.0,Tomato
2019-08-22,Kg,80,90,85.0,Tomato
2019-08-23,Kg,70,80,75.0,Tomato
2019-08-24,Kg,70,75,72.5,Tomato
2019-08-25,Kg,70,75,72.5,Tomato
2019-08-26,Kg,70,80,75.0,Tomato
2019-08-27,Kg,55,60,57.5,Tomato
2019-08-28,Kg,50,55,52.5,Tomato
2019-08-29,Kg,45,55,50.0,Tomato
2019-08-30,Kg,50,55,52.5,Tomato
2019-08-31,Kg,45,50,47.5,Tomato
2019-09-01,Kg,40,50,45.0,Tomato
2019-09-02,Kg,40,46,43.0,Tomato
2019-09-03,Kg,40,47,43.5,Tomato
2019-09-04,Kg,34,40,37.0,Tomato
2019-09-05,Kg,30,35,32.5,Tomato
2019-09-06,Kg,30,35,32.5,Tomato
2019-09-07,Kg,30,35,32.5,Tomato
2019-09-08,Kg,35,40,37.5,Tomato
2019-09-09,Kg,45,50,47.5,Tomato
2019-09-10,Kg,40,45,42.5,Tomato
2019-09-11,Kg,40,45,42.5,Tomato
2019-09-12,Kg,35,40,37.5,Tomato
2019-09-13,Kg,35,40,37.5,Tomato
2019-09-14,Kg,30,35,32.5,Tomato
2019-09-15,Kg,30,35,32.5,Tomato
2019-09-16,Kg,30,35,32.5,Tomato
2019-09-17,Kg,30,35,32.5,Tomato
2019-09-18,Kg,32,40,36.0,Tomato
2019-09-19,Kg,35,40,37.5,Tomato
2019-09-20,Kg,30,40,35.0,Tomato
2019-09-21,Kg,35,40,37.5,Tomato
2019-09-22,Kg,40,50,45.0,Tomato
2019-09-23,Kg,50,57,53.5,Tomato
2019-09-24,Kg,50,55,52.5,Tomato
2019-09-25,Kg,40,50,45.0,Tomato
2019-09-26,Kg,35,40,37.5,Tomato
2019-09-27,Kg,30,40,35.0,Tomato
2019-09-28,Kg,30,35,32.5,Tomato
2019-09-29,Kg,35,40,37.5,Tomato
2019-09-30,Kg,35,40,37.5,Tomato
2019-10-01,Kg,35,40,37.5,Tomato
2019-10-02,Kg,35,45,40.0,Tomato
2019-10-03,Kg,40,45,42.5,Tomato
2019-10-04,Kg,45,50,47.5,Tomato
2019-10-05,Kg,45,50,47.5,Tomato
2019-10-06,Kg,55,60,57.5,Tomato
2019-10-08,Kg,65,70,67.5,Tomato
2019-10-09,Kg,70,75,72.5,Tomato
2019-10-10,Kg,35,40,37.5,Tomato
2019-10-11,Kg,30,35,32.5,Tomato
2019-10-12,Kg,30,35,32.5,Tomato
2019-10-13,Kg,25,30,27.5,Tomato
2019-10-14,Kg,30,35,32.5,Tomato
2019-10-15,Kg,33,38,35.5,Tomato
2019-10-16,Kg,38,45,41.5,Tomato
2019-10-17,Kg,40,45,42.5,Tomato
2019-10-18,Kg,45,50,47.5,Tomato
2019-10-19,Kg,40,45,42.5,Tomato
2019-10-20,Kg,48,53,50.5,Tomato
2019-10-21,Kg,50,55,52.5,Tomato
2019-10-22,Kg,50,60,55.0,Tomato
